subj_type_iri,pred_iri,obj_type_iri,subj,pred,obj,count_A,count_B,pct_A,pct_B,abs_pct_diff,product_contrib
http://quantecton.com/kb/BuildingDesign#Stairwell,https://w3id.org/bot#adjacentElement,http://quantecton.com/kb/BuildingDesign#ExteriorWall,Stairwell,adjacentElement,ExteriorWall,12,36,0.0027254144901203725,0.01208865010073875,0.009363235610618378,432
http://quantecton.com/kb/BuildingDesign#Bathroom,https://w3id.org/bot#adjacentElement,http://quantecton.com/kb/BuildingDesign#FloorSlab,Bathroom,adjacentElement,FloorSlab,8,48,0.0018169429934135816,0.016118200134318333,0.014301257140904751,384
http://quantecton.com/kb/BuildingDesign#Bathroom,https://w3id.org/bot#adjacentZone,http://quantecton.com/kb/BuildingDesign#Corridor,Bathroom,adjacentZone,Corridor,4,94,0.0009084714967067908,0.0315648085963734,0.03065633709966661,376
http://quantecton.com/kb/BuildingDesign#Corridor,https://w3id.org/bot#adjacentZone,http://quantecton.com/kb/BuildingDesign#Bathroom,Corridor,adjacentZone,Bathroom,4,94,0.0009084714967067908,0.0315648085963734,0.03065633709966661,376
https://w3id.org/bot#Space,https://w3id.org/bot#adjacentElement,http://quantecton.com/kb/BuildingDesign#BaseSlab,Space,adjacentElement,BaseSlab,26,14,0.0059050647285941405,0.0047011417058428475,0.001203923022751293,364
https://w3id.org/bot#Storey,https://w3id.org/bot#adjacentElement,http://quantecton.com/kb/BuildingDesign#FloorSlab,Storey,adjacentElement,FloorSlab,14,12,0.003179650238473768,0.004029550033579583,0.0008498997951058153,168
http://quantecton.com/kb/BuildingDesign#Stairwell,https://w3id.org/bot#adjacentElement,http://quantecton.com/kb/BuildingDesign#FloorSlab,Stairwell,adjacentElement,FloorSlab,14,6,0.003179650238473768,0.0020147750167897917,0.0011648752216839764,84
http://quantecton.com/kb/BuildingDesign#Bathroom,https://w3id.org/bot#adjacentZone,http://quantecton.com/kb/BuildingDesign#Stairwell,Bathroom,adjacentZone,Stairwell,2,40,0.0004542357483533954,0.013431833445265278,0.012977597696911883,80
http://quantecton.com/kb/BuildingDesign#Stairwell,https://w3id.org/bot#adjacentZone,http://quantecton.com/kb/BuildingDesign#Bathroom,Stairwell,adjacentZone,Bathroom,2,40,0.0004542357483533954,0.013431833445265278,0.012977597696911883,80
http://quantecton.com/kb/BuildingDesign#Stair,http://purl.obolibrary.org/obo/BFO_0000178,http://quantecton.com/kb/BuildingDesign#Reinforcement,Stair,BFO_0000178,Reinforcement,12,5,0.0027254144901203725,0.0016789791806581598,0.0010464353094622127,60
http://quantecton.com/kb/BuildingDesign#FloorSlab,https://spec.industrialontologies.org/ontology/core/Core/hasFunction,http://quantecton.com/kb/BuildingDesign#StructuralFunction,FloorSlab,hasFunction,StructuralFunction,7,6,0.001589825119236884,0.0020147750167897917,0.00042494989755290763,42
http://quantecton.com/kb/BuildingDesign#Corridor,https://w3id.org/bot#adjacentElement,http://quantecton.com/kb/BuildingDesign#FloorSlab,Corridor,adjacentElement,FloorSlab,4,4,0.0009084714967067908,0.001343183344526528,0.0004347118478197371,16
https://w3id.org/bot#Storey,https://w3id.org/bot#adjacentZone,https://w3id.org/bot#Storey,Storey,adjacentZone,Storey,2,2,0.0004542357483533954,0.000671591672263264,0.00021735592390986855,4
http://quantecton.com/kb/BuildingDesign#BaseSlab,http://purl.obolibrary.org/obo/BFO_0000178,http://quantecton.com/kb/BuildingDesign#Reinforcement,BaseSlab,BFO_0000178,Reinforcement,1,1,0.0002271178741766977,0.000335795836131632,0.00010867796195493428,1
http://quantecton.com/kb/BuildingDesign#BaseSlab,http://purl.obolibrary.org/obo/BFO_0000178,http://quantecton.com/kb/concrete_composition_and_property#PortionOfHardenedConcrete,BaseSlab,BFO_0000178,PortionOfHardenedConcrete,1,1,0.0002271178741766977,0.000335795836131632,0.00010867796195493428,1
http://quantecton.com/kb/BuildingDesign#BaseSlab,https://spec.industrialontologies.org/ontology/core/Core/hasFunction,http://quantecton.com/kb/BuildingDesign#StructuralFunction,BaseSlab,hasFunction,StructuralFunction,1,1,0.0002271178741766977,0.000335795836131632,0.00010867796195493428,1
https://w3id.org/bot#Storey,https://w3id.org/bot#adjacentElement,http://quantecton.com/kb/BuildingDesign#BaseSlab,Storey,adjacentElement,BaseSlab,1,1,0.0002271178741766977,0.000335795836131632,0.00010867796195493428,1
https://w3id.org/bot#Space,https://w3id.org/bot#adjacentElement,http://quantecton.com/kb/BuildingDesign#InteriorWall,Space,adjacentElement,InteriorWall,468,0,0.10629116511469452,0.0,0.10629116511469452,0
http://quantecton.com/kb/BuildingDesign#ShaftOpening,https://w3id.org/bot#adjacentZone,https://w3id.org/bot#Space,ShaftOpening,adjacentZone,Space,252,0,0.057233704292527825,0.0,0.057233704292527825,0
https://w3id.org/bot#Space,https://w3id.org/bot#adjacentZone,http://quantecton.com/kb/BuildingDesign#ShaftOpening,Space,adjacentZone,ShaftOpening,252,0,0.057233704292527825,0.0,0.057233704292527825,0
http://quantecton.com/kb/BuildingDesign#ShaftOpening,https://w3id.org/bot#adjacentElement,http://quantecton.com/kb/BuildingDesign#InteriorWall,ShaftOpening,adjacentElement,InteriorWall,180,0,0.04088121735180559,0.0,0.04088121735180559,0
http://quantecton.com/kb/BuildingDesign#Wall,http://purl.obolibrary.org/obo/BFO_0000178,http://quantecton.com/kb/BuildingDesign#Reinforcement,Wall,BFO_0000178,Reinforcement,177,0,0.040199863729275497,0.0,0.040199863729275497,0
http://quantecton.com/kb/BuildingDesign#ExteriorWall,http://purl.obolibrary.org/obo/BFO_0000178,http://quantecton.com/kb/BuildingDesign#Reinforcement,ExteriorWall,BFO_0000178,Reinforcement,72,0,0.016352486940722236,0.0,0.016352486940722236,0
http://quantecton.com/kb/BuildingDesign#ExteriorWall,https://spec.industrialontologies.org/ontology/core/Core/hasFunction,http://quantecton.com/kb/BuildingDesign#LoadBearingFunction,ExteriorWall,hasFunction,LoadBearingFunction,68,0,0.015444015444015444,0.0,0.015444015444015444,0
http://quantecton.com/kb/BuildingDesign#InteriorWall,http://purl.obolibrary.org/obo/BFO_0000178,http://quantecton.com/kb/BuildingDesign#Reinforcement,InteriorWall,BFO_0000178,Reinforcement,63,0,0.014308426073131956,0.0,0.014308426073131956,0
http://quantecton.com/kb/BuildingDesign#InteriorWall,http://purl.obolibrary.org/obo/BFO_0000178,http://quantecton.com/kb/concrete_composition_and_property#PortionOfHardenedConcrete,InteriorWall,BFO_0000178,PortionOfHardenedConcrete,63,0,0.014308426073131956,0.0,0.014308426073131956,0
http://quantecton.com/kb/BuildingDesign#InteriorWall,https://spec.industrialontologies.org/ontology/core/Core/hasFunction,http://quantecton.com/kb/BuildingDesign#LoadBearingFunction,InteriorWall,hasFunction,LoadBearingFunction,63,0,0.014308426073131956,0.0,0.014308426073131956,0
http://quantecton.com/kb/BuildingDesign#Bedroom,https://w3id.org/bot#adjacentZone,http://quantecton.com/kb/BuildingDesign#Bedroom,Bedroom,adjacentZone,Bedroom,56,0,0.012718600953895072,0.0,0.012718600953895072,0
http://quantecton.com/kb/BuildingDesign#ShaftOpening,https://w3id.org/bot#adjacentElement,http://quantecton.com/kb/BuildingDesign#FloorSlab,ShaftOpening,adjacentElement,FloorSlab,56,0,0.012718600953895072,0.0,0.012718600953895072,0
